lat,lon
48.1,-69.4
48.35,-69.15
48.55,-68.4
49.2,-68
49.2,-67.2
49.45,-67.1
50.5,-66.45
50.15,-66
50.15,-65.25
50.15,-64.45
50.2,-64
50.15,-63.25
50.15,-62.5
50.15,-62.1
50.5,-61.4
50.1,-60.55
50.1,-60
50.3,-59.3
50.5,-59.5
51.1,-58.4
51.25,-57.5
51.3,-56.5
51.5,-56.1
52.5,-55.4
52.45,-56
53.1,-55.5
53.4,-56.3
53.4,-57.15
54.5,-57.2
54.1,-58.2
54.3,-57.3
54.45,-58
54.5,-58.55
55.1,-59.15
55.15,-60.2
55.4,-60.3
55.55,-61.2
56.15,-61.45
56.45,-61.45
57.5,-61.2
57.2,-61.5
57.4,-61.5
58,-62.2
58.3,-62.5
59,-63.15
59.3,-63.5
60,-64.2
60.2,-64.4
60,-65.1
59.45,-65.35
59.25,-65.15
59,-65.4
58.45,-66.25
58.25,-66.45
58.1,-67.45
58.45,-68.25
58.5,-69
59.15,-69.3
59.35,-69.3
60.5,-69.25
60.3,-69.4
60.55,-69.3
61,-70.15
61,-71
61.15,-71.45
61.35,-71.3
61.5,-72.15
62.1,-72.55
62.25,-73.4
62.15,-74.5
62.15,-75.3
62.25,-76.25
62.3,-77.25
62.15,-78.5
61.5,-78.5
61.35,-77.3
61.1,-77.45
60.45,-78.5
60.3,-77.35
60,-77.25
59.35,-77.25
59.1,-77.55
59.5,-78.35
58.45,-78.4
58.25,-78.5
58.15,-77.3
57.4,-77.1
57.15,-77
56.4,-76.45
56,-76.45
55.35,-77.15
55.1,-78
54.5,-78.45
54.35,-79.3
54.1,-79.1
53.45,-78.55
53.1,-78.5
52.4,-78.5
52.1,-78.25
51.4,-79
51.2,-79.5
51,-79.45
51.2,-80.25
51.45,-80.45
52.5,-81.15
52.3,-81.4
52.55,-82.2
53.25,-82.1
53.5,-82.1
54.15,-82.25
55,-82.1
55.15,-83
55.15,-84
55.15,-85
55.4,-86
55.5,-86.5
56,-87.3
56.25,-88.5
56.45,-89
56.55,-90
57.15,-91
57.5,-91.45
56.55,-92.2
57.15,-92.2
57.4,-92.4
58.5,-92.4
58.4,-93.5
58.45,-93.45
58.4,-94.25
59.5,-94.45
59.35,-94.45
60.1,-94.4
60.35,-94.25
61,-94.1
61.3,-93.4
61.55,-93.1
62.5,-92.3
62.35,-92.3
62.45,-91.35
62.55,-90.35
63.25,-90.4
64,-90
64,-88.3
64.3,-87.45
65,-87
65.3,-87
66.1,-86
66.3,-86.45
66.35,-85.3
66.2,-85.5
66.1,-83.45
66.35,-82.4
67,-81.25
67.35,-81.1
67.5,-82.25
68.2,-82.25
68.35,-81.2
69.12,-81.2
69.2,-82.45
69.4,-82.55
69.5,-84.15
69.5,-85.3
69.2,-85.3
68.45,-85.25
68.1,-85.25
67.5,-86.3
67.25,-86.3
67.15,-87.15
67.5,-88.1
68.2,-88
68.45,-88
69.15,-88.55
68.35,-89.55
69.5,-90.4
69.3,-91.2
69.45,-92.25
70.1,-91.2
70.4,-91.55
71,-92.4
71.25,-93.3
71.55,-94.1
72.15,-93.3
72.35,-94
72.45,-93.5
72.45,-91.55
73.1,-91.2
73.35,-90.4
73.5,-90.1
74.1,-91.1
74.1,-93.1
74,-95.1
73.35,-95.35
73.1,-95.15
72.4,-95
72.15,-95
71.45,-95
71.3,-95.5
70.58,-96.15
70.25,-96.45
69.5,-95.4
69.25,-94
69,-94.4
68.3,-94.15
68,-95.1
67.59,-95.3
67.3,-95.5
67.49,-96.5
68.23,-96.55
68.45,-95.35
69.2,-96.25
69.5,-97.55
69.2,-98.35
69,-99.35
68.35,-98
68.15,-98.4
67.4,-98.45
67.35,-100
67.45,-101.45
68.2,-103
68.21,-104.35
68.54,-105.4
68.45,-106.55
68.35,-108.15
68.15,-109
68,-107.5
67.35,-108.1
67.45,-109.15
68,-110.15
67.5,-111.35
67.4,-113
67.5,-114.1
67.5,-115.2
68.1,-115.5
68.18,-114.5
68.43,-114.4
68.58,-116
69,-117.3
69.13,-118.5
69.28,-120.15
69.5,-121.2
69.5,-123
69.22,-123.3
69.25,-124.2
70,-124.25
69.25,-125.2
69.35,-126.1
70.5,-126.4
70.35,-128
70,-128.3
69.5,-129.25
70.15,-129.5
69.59,-131.1
69.4,-132.35
69.23,-133.2
69.35,-134.1
69.3,-135.1
69.1,-135.55
68.45,-136
69,-137.2
69.19,-138.2
69.35,-139.3
69.37,-141
69.5,-141.5
70.5,-142.5
70.5,-144
70,-145.5
70.13,-146.1
70.13,-147.3
70.28,-149
70.29,-150.2
70.29,-151.3
70.52,-152.3
70.52,-154.2
71.8,-154.5
71.2,-156.2
70.52,-157.35
70.5,-159
70.25,-160.25
70.2,-161.35
69.55,-162.4
69.27,-163
69.5,-163.3
68.55,-164.5
68.5,-166
68.2,-166.1
67.59,-165.15
67.4,-164
67.1,-163.3
66.5,-162.3
66.25,-161.45
66.5,-162.1
66.5,-163.45
66.3,-163.5
66.3,-164.4
66.15,-165.45
66,-166.5
65.35,-167.5
65.25,-167.15
65.2,-166.2
65,-166.4
64.4,-166.2
64.3,-164.55
64.35,-163.4
64.25,-162.4
64.4,-161.55
64.5,-161
64.25,-161.15
64,-160.45
63.3,-161
63.25,-162.15
63,-163
63.15,-163.55
63,-164.4
62.4,-164.5
62.1,-165.3
61.3,-166
61.5,-165.15
60.35,-164.55
60.5,-164.2
59.4,-163.5
59.4,-163
60.5,-162.1
59.3,-161.4
59.1,-161.55
58.45,-161.35
58.55,-161
58.55,-159.35
58.25,-158.55
58.45,-158.4
58.4,-158
58.45,-157.25
58.1,-157.3
57.35,-157.4
57.15,-158.2
56.5,-159
56.3,-159.55
56,-160.3
55.55,-161.25
55.4,-162.2
55.15,-162.55
55,-163.55
54.35,-164.55
54.2,-164.45
54.4,-163.4
55,-162.5
55.1,-162
55.25,-161.25
55.35,-160.3
55.5,-159.35
56,-158.45
56.25,-158.25
56.4,-157.4
57,-156.4
57.25,-156.1
57.5,-155.15
58.1,-154.2
58.3,-153.5
58.55,-153.2
59.5,-154.5
59.25,-153.5
59.4,-153.5
60.5,-152.3
60.35,-152.15
60.55,-151.4
61.15,-150.4
61.15,-149.55
60.55,-150.25
60.45,-151.2
60.1,-151.25
59.4,-151.55
59.3,-151.25
59.1,-151.55
59.15,-150.55
59.35,-150.1
59.55,-149.3
59.55,-148.4
60.25,-148.1
61,-148.2
60.5,-147.3
60.5,-146.4
60.35,-146
60.15,-145
60,-144
60,-143
60,-142
59.45,-141.5
59.4,-140.15
59.55,-139.4
59.25,-139.3
59.1,-138.4
58.45,-137.55
58.25,-137.15
58.1,-136.3
57.4,-136.1
57.15,-135.3
56.45,-135.1
56.1,-134.45
56.5,-134.45
57.25,-135
57.55,-135
58.15,-135.4
58.15,-135.1
58.4,-135
58.15,-134.4
57.55,-134.45
57.25,-134.3
57,-134.3
57.15,-134
57.35,-133.45
57.15,-133.25
56.55,-133
57.5,-133.5
56.45,-134.2
56.15,-134.1
56.2,-133.4
55.55,-133.4
55.35,-133.25
55.2,-133.5
55.5,-132.3
54.4,-132.5
55.15,-132.5
55.5,-132.35
56.15,-133
56.5,-132.3
56.5,-132
55.45,-132.5
55.2,-131.45
55,-131.2
54.45,-130.45
54.55,-130.5
54.25,-130.25
54.1,-130.1
53.55,-130.45
53.25,-130.2
53.1,-129.45
52.35,-129.1
52.2,-128.25
51.5,-128.1
51.3,-127.45
51.1,-127.45
50.5,-127
50.4,-126.15
50.25,-125.3
50.5,-124.55
49.45,-124.2
49.3,-123.45
49.45,-123.1
49.15,-123.1
49,-122.45
48.35,-122.25
48.25,-122.35
48,-122.15
47.3,-122.3
47.4,-122.35
47.3,-123
47.55,-122.35
48.1,-123.1
48.1,-123.5
48.25,-124.4
48.1,-124.45
47.55,-124.35
47.3,-124.2
47,-124.5
46.4,-124
46.2,-123.55
46.1,-123.1
46.1,-123.55
45.5,-123.55
45.25,-123.5
45,-124
44.3,-124
44,-124.5
43.25,-124.15
42.5,-124.3
42.2,-124.25
42,-124.1
41.3,-124
41,-124.5
40.3,-124.2
40.15,-124.2
40,-124
39.4,-123.45
39.2,-123.45
38.55,-123.4
38.35,-123.2
38.2,-122.55
38,-123
37.55,-122.3
38.1,-122.3
38.5,-122.1
37.55,-122.2
37.3,-122.5
37.45,-122.3
37.2,-122.25
37,-122.1
37,-121.5
36.35,-121.5
36.2,-121.55
36,-121.25
35.35,-121.5
35.5,-120.35
34.35,-120.35
34.25,-119.5
34.15,-119.15
34.5,-118.45
34.5,-118.25
33.45,-118.2
33.45,-118
33.25,-117.3
33,-117.15
32.3,-117.5
32,-116.45
31.35,-116.35
31.15,-116.2
31,-116.2
30.45,-116
30.2,-116
30.15,-115.45
29.4,-115.4
29.3,-115.1
29.5,-114.4
28.45,-114.2
28.25,-114
28,-114
27.45,-114.25
27.5,-115
27.3,-114.3
27.1,-114.2
27,-114
26.45,-113.35
26.45,-113.1
26.25,-112.5
26.1,-112.2
25.4,-112.5
25.1,-112.5
24.5,-112.2
24.35,-111.4
24.15,-111.15
23.5,-110.5
23.3,-110.2
22.5,-110
23.2,-109.25
23.45,-109.45
24.15,-110.1
24.15,-110.35
24.4,-110.5
24.5,-110.4
25.1,-111
25.3,-111
26,-111.2
26.3,-111.3
27,-112
27.3,-112.2
27.5,-112.45
28.2,-112.55
28.45,-113.15
29.1,-113.4
29.35,-114
29.5,-114.25
30.1,-114.4
30.35,-114.35
31,-114.45
31.25,-114.5
31.45,-114.45
31.3,-114.1
31.35,-113.5
31.2,-113.3
31.1,-113.5
30.45,-113.5
30.15,-112.5
29.55,-112.45
29.3,-112.25
29,-112.1
28.3,-111.4
28,-111.1
27.55,-110.35
27.25,-110.35
27,-110
26.4,-109.45
26.4,-109.3
26.2,-109.15
26,-109.25
25.45,-109.25
25.3,-109
25.15,-108.2
24.4,-108
24.2,-107.35
24,-107.1
23.3,-106.45
23.1,-106.25
22.45,-106
22.25,-105.4
21.45,-105.3
21.3,-105.1
21.1,-105.1
20.5,-105.3
20.35,-105.2
20.2,-105.4
19.5,-105.2
19.2,-104.55
19.5,-104.2
18.45,-103.5
18.2,-103.3
18.5,-102.5
18,-102.15
18,-102
17.4,-101.35
17.15,-101
17.5,-100.3
16.55,-100
16.4,-99.3
16.35,-99
16.2,-98.3
16.5,-98
16,-97.25
15.5,-96.5
15.4,-96.15
15.55,-95.4
16.1,-95.1
16.1,-94.4
16.5,-94.15
15.55,-93.5
15.4,-93.25
15.25,-93.1
15,-92.45
14.4,-92.2
14.2,-92
14.5,-91.3
13.55,-91
13.55,-90.3
13.4,-90
13.25,-89.45
13.25,-89.2
13.1,-88.5
13.1,-88.25
13.1,-87.5
13.25,-87.4
13,-87.2
13,-87.4
12.35,-87.2
12.15,-87
11.5,-86.35
11.3,-86.1
11.1,-85.45
10.45,-85.45
10.2,-85.5
9.55,-85.4
9.5,-85.2
9.4,-85.1
10,-84.5
9.4,-84.35
9.2,-84
9,-83.4
8.3,-83.45
8.25,-83.15
8.1,-83
8.2,-82.45
8.15,-82.15
8.5,-81.45
7.45,-81.3
7.45,-81
7.1,-80.55
7.15,-80.3
7.3,-80
7.5,-80.25
8.1,-80.3
8.2,-80.5
8.35,-79.45
9,-79.3
9,-79.1
8.45,-78.45
8.2,-78.3
8.2,-78.1
8,-78.25
7.25,-78.1
7,-77.45
6.35,-77.25
6.1,-77.3
5.3,-77.25
5,-77.25
4.3,-77.2
4,-77.3
3.4,-77.1
3.15,-77.3
2.4,-77.45
2.4,-78.2
2.1,-78.4
1.45,-78.35
1.4,-79
1.15,-78.5
1,-79.2
0.4,-80
0,-80.5
66.5,-125.5
66.8,-123.35
66.15,-122
66,-121
65.45,-122
65.35,-122.45
65,-123.15
65,-121.45
65.2,-121.35
65.4,-120.4
65.2,-120.3
64.5,-121
65.22,-119.2
65.49,-120
65.4,-118.25
66.5,-118.5
66.25,-117.4
66.2,-119.5
66.25,-120.3
66.4,-119.45
66.55,-118.55
67.5,-120
66.45,-121.2
66.35,-122.4
66.22,-123.5
66.5,-125.5
61.1,-117
60.5,-116
60.5,-115.15
61,-114.25
60.55,-113.55
61.15,-113.45
61.25,-112.55
61.35,-112.1
62.5,-111.45
62.2,-110.55
62.25,-109.5
62.4,-110.1
62.4,-109
62.5,-110
62.5,-110.45
62.4,-111.35
62.25,-111.55
62.5,-112.25
62,-113.5
62.1,-113.5
62.25,-114.1
62.25,-115.2
62.1,-115.5
61.5,-114.3
61.45,-115.15
61.25,-115.2
61.1,-115.5
61.1,-117
58.4,-111.15
58.35,-110.2
58.55,-110
59.5,-109.15
59.5,-108.15
59.15,-107.25
59.25,-108
59.25,-108.35
59.4,-109.1
59.4,-109.4
59.15,-110.1
59,-110.4
58.4,-111.15
56.2,-103.5
56.35,-102.1
57,-102.1
57.25,-102.1
57.4,-101.35
58.1,-102.5
57.45,-102.3
57.25,-102.5
57,-102.3
56.4,-102.45
56.2,-103.5
53.2,-99.15
53,-98.55
52.3,-98.4
52.15,-98.1
51.55,-98.1
51.55,-97.25
51.25,-97.2
51.35,-96.5
51.1,-96.55
50.45,-97
50.2,-97
50.3,-96.25
51.1,-96.1
51.35,-96.35
52.1,-97
52.4,-97.15
53.1,-97.35
53.4,-97.5
53.45,-98.25
53.45,-99
53.2,-99.15
53.5,-101.1
52.35,-100.5
52.5,-100.25
52.35,-100
52.2,-100.15
51.5,-100.15
51.35,-99.4
51.1,-99
50.5,-99
50.3,-98.4
50.1,-98.45
50.15,-98
50.4,-98.15
50.55,-98.35
51.15,-98.5
51.4,-98.4
51.45,-99.1
51.35,-99.4
52.1,-99.5
52.25,-99.35
52.45,-99.35
53.5,-100.15
53.5,-101.1
46.4,-92.5
46.4,-91.35
46.55,-90.55
46.3,-90.3
46.45,-89.45
47,-89
47.25,-88.15
47.25,-87.45
47.5,-88.25
46.45,-88.25
46.5,-87.45
46.25,-87.2
46.25,-86.4
46.4,-85.5
46.45,-85
46.3,-85
46.3,-84.3
46.55,-84.45
47.2,-84.4
47.35,-85
47.55,-85
47.55,-85.45
48.15,-86.1
48.45,-86.3
48.45,-87.2
49,-88.5
48.4,-88.25
48.25,-89.5
48.5,-89.25
47.5,-89.5
47.4,-90.3
47.2,-91
47,-91.35
46.4,-92.5
44.35,-88
44.55,-87.15
44.3,-87.3
44.1,-87.35
43.35,-87.45
43.1,-87.55
42.45,-87.5
42.1,-87.5
41.4,-87.3
41.4,-87.5
41.5,-86.4
42.1,-86.25
42.45,-86.15
43.15,-86.2
43.4,-86.3
44.5,-86.3
44.3,-86.15
44.55,-86.5
45.1,-85.2
45.4,-85
45.4,-84.3
45.3,-84.5
45.2,-83.35
45,-83.2
44.25,-83.2
43.55,-83.5
43.35,-83.5
43.55,-83.25
44.5,-82.55
43.35,-82.4
43.5,-82.25
43.2,-81.45
43.55,-81.45
44.25,-81.3
44.5,-81.2
45.1,-81.3
44.45,-80.55
44.3,-80.5
44.5,-79.45
45.25,-80.15
45.55,-80.45
46.5,-81.4
46.1,-82.2
46.1,-83
46.15,-83.4
46.15,-84.1
45.55,-84
45.55,-84.5
46,-85.15
45.55,-85.45
45.45,-86.45
45.45,-87
45.25,-87.2
45,-87.4
44.35,-88
45.5,-83.5
45.4,-82.25
45.3,-81.55
45.55,-81.45
45.5,-82.2
45.5,-83.5
41.45,-83.3
41.3,-82.5
41.3,-82.15
41.35,-81.4
41.5,-81.5
42,-80.3
42.15,-79.5
42.3,-79.15
42.5,-78.5
42.5,-79.3
42.5,-80.1
42.35,-80.3
42.4,-80.55
42.35,-81.3
42.15,-81.5
42,-82.3
42,-83.5
41.45,-83.3
43.15,-79.45
43.1,-79.15
43.2,-78.35
43.2,-78
43.15,-77.25
43.2,-76.5
43.3,-76.1
44,-76.15
44.2,-76.5
44.1,-76.4
43.55,-77
44,-77.4
43.55,-78.1
43.5,-78.5
43.4,-79.25
43.15,-79.45
-27.9,-109.27
-26.27,-105.21
0.5,-91.25
-0.25,-91.3
-0.4,-91.1
-0.55,-91.3
-1.5,-91.1
-0.45,-90.5
-0.2,-91.5
0.5,-91.25
-0.38,-90.24
-0.54,-89.36
5.32,-87.4
3.59,-81.36
-26.21,-79.52
-33.45,-80.45
-33.38,-78.5
-41.5,-74
-42.2,-74.1
-42.4,-74.1
-43.2,-74.2
-43.25,-73.45
-43,-73.3
-42.4,-73.4
-42.2,-73.2
-42,-73.25
-41.5,-74
-52.35,-68.45
-52.4,-69.1
-52.35,-69.3
-52.5,-69.45
-52.5,-70.15
-53.2,-70.25
-53.3,-70.1
-53.2,-69.25
-53.3,-69.2
-53.45,-70.5
-54.15,-70
-54.1,-70.2
-53.4,-70.3
-54.1,-71
-54,-71.2
-53.5,-72.5
-53.35,-72.3
-53.15,-73.2
-53,-74
-52.45,-74.4
-53,-74.3
-53.15,-74
-53.2,-73.3
-53.35,-73.5
-53.5,-73.2
-54.5,-73.2
-54.5,-72.4
-54.25,-72.3
-54.25,-72
-54.4,-72
-55,-71.1
-55.1,-70.3
-55,-70
-55.2,-69.5
-55.3,-69.2
-55.25,-68.4
-55.4,-68
-55.15,-68.1
-55.15,-67.2
-55,-66.3
-55,-65.4
-54.55,-65.15
-54.4,-65.1
-54.4,-65.5
-54.3,-66.2
-54.15,-66.45
-54,-67.25
-53.4,-68
-53.2,-68.1
-53,-68.15
-52.35,-68.45
-51.5,-61.1
-52.15,-60.3
-52,-60
-52.5,-59.4
-52.2,-59.3
-52.15,-58.5
-52,-58.3
-51.5,-57.45
-51.3,-57.45
-51.2,-58.2
-51.3,-59
-51.2,-59.4
-51.25,-60.3
-51.45,-60.1
-52,-60.3
-51.5,-61.1
-54,-38
-54.15,-37.15
-54.3,-36.35
-54.55,-36
-54.35,-35.5
-54.2,-36.15
-54.5,-37
-54,-38
-56.2,-27.35
-57.47,-26.3
-59.27,-27.18
-7.56,-14.25
-15.55,-5.43
-20.3,-29.19
-37.3,-12.18
-40.2,-10
-54.26,3.24
10,-61.5
10,-61.15
10.15,-61
10.45,-61
10.4,-61.4
10.35,-61.3
10.1,-61.3
10,-61.5
12.12,-68.17
12.21,-69.8
12.4,-68.48
12.3,-69.58
18.1,-78.2
18.1,-78
17.5,-77.4
17.45,-77.15
17.55,-76.55
17.5,-76.35
17.5,-76.15
18.1,-76.25
18.2,-76.5
18.25,-77.2
18.3,-77.5
18.2,-78.15
18.1,-78.2
21.46,-83.4
21.36,-82.57
21.28,-83.3
21.26,-82.5
21.32,-82.3
21.49,-82.39
21.59,-82.52
21.46,-83.4
21.5,-84.5
21.5,-84.1
22.1,-84
22.1,-83.25
22.25,-83.5
22.4,-82.45
22.35,-82.15
22.3,-81.35
22.2,-82.5
22.5,-81.45
22,-81.15
22,-80.3
21.45,-80.1
21.4,-79.45
21.3,-79.15
21.35,-78.45
21.25,-78.35
21,-78.3
20.4,-78
20.4,-77.15
20.2,-77.5
20.5,-77.25
19.5,-77.4
19.5,-77
19.55,-76.3
19.55,-76
19.5,-75.3
19.5,-75
20,-74.4
20.5,-74.1
20.15,-74.15
20.15,-74.3
20.35,-74.5
20.4,-75.2
20.35,-75.4
21,-75.35
21.5,-76
21.1,-76.3
21.3,-77
21.4,-77.25
21.55,-77.5
22.1,-78.2
22.2,-78.5
22.2,-79.2
22.4,-79.4
22.5,-80.5
23,-80.3
23,-81
23.1,-81.3
23.1,-82
23,-82.3
22.55,-83
22.5,-83.3
22.35,-84
22.2,-84.2
22,-84.2
21.5,-84.5
18.2,-74.3
18,-73.5
18.1,-73.4
18.1,-73.1
18.5,-72.45
18.1,-72.2
18.5,-71.5
17.35,-71.25
18,-71.5
18.15,-71.5
18.25,-70.35
18.1,-70.35
18.15,-70.5
18.25,-69.3
18.25,-69
18.5,-68.4
18.3,-68.2
18.55,-68.45
19.5,-69.35
19.2,-69.1
19.2,-69.45
19.4,-69.55
19.45,-70.3
19.5,-71
19.5,-71.4
19.4,-72
19.55,-72.35
19.55,-73.1
19.4,-73.3
19.4,-73
19.2,-72.45
19,-72.45
18.35,-72.2
18.2,-72.45
18.2,-73.15
18.3,-73.4
18.35,-74.1
18.2,-74.3
18,-67.1
17.55,-66.45
18,-66.2
18,-65.55
18.15,-65.4
18.3,-66
18.3,-66.35
18.3,-67.1
18,-67.1
17.44,-64.45
18.45,-64.2
18.36,-63.26
18.12,-63.6
17.22,-62.46
17.4,-61.48
16.15,-61.5
15.55,-61.45
16.1,-61.35
16.1,-61.2
16.25,-61.3
16.1,-61.35
16.15,-61.5
15.25,-61.2
14.5,-61.1
14.29,-60.5
13.55,-60.59
13.15,-61.12
12.7,-61.4
13.1,-59.33
11.15,-60.4
25.1,-78.15
24.5,-78.1
24.35,-78.25
24.1,-77.55
23.4,-77.4
24,-77.3
24.2,-77.45
24.4,-77.45
25.1,-78
25.1,-78.15
20.55,-73.4
20.55,-73.1
21.2,-73
21.5,-73.1
21.1,-73.3
20.55,-73.4
26.42,-79
26.3,-78.42
26.4,-78.14
26.4,-77.56
26.28,-77.48
26.52,-77.34
26.28,-77.6
25.58,-77.18
25.2,-77.26
25.3,-76.44
25.8,-76.8
24.4,-76.8
24.4,-75.4
24.1,-75.18
24.3,-74.3
23.4,-75.18
22.52,-74.5
22.5,-74.2
22.34,-73.5
22.12,-74.12
22.25,-73.8
22.2,-72.44
21.4,-72.28
21.54,-72.6
21.4,-71.28
21.31,-71.8
32.18,-64.45
24.33,-81.49
24.4,-81.18
35.5,-76
35.15,-75.35
35.35,-75.25
40.35,-74
40.4,-73.2
40.45,-72.4
41,-72
41.1,-72.2
41,-72.5
40.55,-73.2
40.5,-73.55
40.35,-74
49.5,-64.25
49.35,-63.45
49.2,-63.3
49.1,-62.55
49.5,-62.15
49.5,-61.4
49.25,-62
49.35,-62.3
49.45,-63.5
49.5,-63.45
49.5,-64.25
46.4,-64.15
46.25,-63.55
46.1,-63.2
45.55,-62.3
46.15,-62.3
46.3,-62
46.25,-62.45
46.25,-63.2
46.35,-63.55
46.55,-64
46.4,-64.15
62.1,-83.4
62.15,-82.5
62.4,-81.55
62.45,-81.55
62.45,-82.35
62.35,-83.2
62.1,-83.4
62.2,-80.5
61.45,-80.1
61.3,-79.45
61.55,-79.2
62.2,-79.15
62.2,-80.5
56.15,-80
56.2,-79.25
55.55,-80.5
55.55,-79.3
56.1,-79.1
55.45,-79.1
56.2,-78.55
56.35,-79.1
56.15,-80
53,-82
52.5,-81.25
52.4,-80.45
53.5,-81
53.1,-81.25
53,-82
47.55,-59.2
47.3,-59.1
47.4,-58.25
47.35,-57.35
47.35,-56.5
47.35,-56.5
47.3,-55.25
47.1,-55.25
46.55,-55.55
46.5,-55.2
47.2,-54.5
47.25,-54.25
47.2,-53.55
46.5,-54.1
47.5,-53.4
46.4,-53.4
46.4,-53.5
47.1,-52.55
47.4,-52.45
47.35,-53.15
48.5,-53
48,-53.2
47.35,-53.4
47.45,-53.55
48.5,-53.45
48.35,-53
48.3,-53.45
48.5,-54
